token	repeticiones	#docs
konstrukciokban	1	1
tizmilliokhoz	1	1
visszaterve	6	5
hecckampany	1	1
vezerhajojahoz	1	1
vilaggazdasaghoz	1	1
egymasik	1	1
bapilapbol	1	1
csapot	1	1
ateny	2	2
vilaggzdasagot	1	1
erdekelte	1	1
peldaulmasnap	1	1
hirforrasat	1	1
szakertoinek	2	2
idezve	3	3
olajnak	1	1
szallitas	2	2
utantorteno	1	1
armegallapitasa	1	1
kiszolgaltatotta	1	1
esezzel	1	1
frontot	2	2
felvezetojeben	1	1
dramaihangutes	1	1
kereskedoi	1	1
patko	6	3
pedigdiplomaciai	1	1
tudtaelerni	1	1
kizarolagosan	2	2
oroszolajmogul	1	1
monopolhelyzetevel	3	2
piacgazdasagifelteteleket	1	1
alkalmazzon	1	1
hecckampanyara	1	1
felfigyelt	1	1
mpp	3	2
oraja	2	2
politikairevumusoraban	1	1
szegezte	1	1
hogyanlehetseges	1	1
kezelni	7	6
valakinekelore	1	1
szallitanak	1	1
arut	5	2
jukoszviszonyan	1	1
diplomaciaban	2	2
szokatlan	2	2
miniszteraltal	1	1
memgirt	1	1
safranyik	2	2
termeszetesennem	1	1
brumi	2	2
atablanal	1	1
mindenfelerol	1	1
hatmit	1	1
mondhatott	1	1
kivetelesen	2	2
azoroszoknak	1	1
ottoval	1	1
szokaiimrevel	1	1
veress	1	1
jozseffel	1	1
gyorke	3	2
sandos	1	1
nagykovettel	1	1
apropiroskaval	1	1
sandorral	1	1
tanacsanakszemelyi	1	1
osszetetelet	1	1
meghatarozo	6	6
belenyultunk	1	1
akaptarba	1	1
mehek	1	1
odakint	1	1
viragos	1	1
tenyekrol	1	1
hogymeg	1	1
ifjabb	3	3
moszkvaikepviseleten	1	1
kisebik	1	1
fia	11	7
diszkoit	1	1
latogatja	1	1
felhivjuk	3	3
olvasoink	3	3
nepszabadsagsegitsegevel	1	1
osszekeveri	1	1
maganadossagugyet	1	1
monogrammu	1	1
avezeteknev	1	1
monogramja	1	1
miniszteriumi	3	3
helyzetbehozasat	1	1
dzsokio	1	1
birtokolni	2	2
magyardzsoki	1	1
pragmatikusabb	1	1
retegenekuzleti	1	1
filozofiajat	1	1
megtestesito	1	1
corleonet	1	1
hatterbeszorito	1	1
figuraja	1	1
csodaljak	1	1
egyebkentmoralisan	1	1
nulla	3	3
dallasi	1	1
szappanopera	2	2
hoset	1	1
igazanhasonkitani	1	1
honfitarsunknak	1	1
lapokban	1	1
alaptoket	1	1
koolajtermekek	1	1
exportjaval	1	1
importjaval	1	1
allamikulkereskedelmi	1	1
vagyonat	3	3
apportaltak	1	1
areszvenytarsasagba	1	1
bejelentettek	5	5
szokai	1	1
baratjat	1	1
harcostarsat	1	1
gyorkesandort	1	1
igazgatotanacsaba	1	1
kooptalta	1	1
szemelyevel	2	2
markorabban	1	1
foglalkoztunk	1	1
igazgatotanacsaban	1	1
sokkalerdekesebb	1	1
figura	3	3
dzsoki	1	1
egykorielnok	1	1
vezerigazgatoja	5	4
lovat	1	1
hakell	1	1
legyottokhoz	1	1
biztosit	7	7
berelt	2	2
resztulajdonosa	1	1
hollandiaban	1	1
oilinvest	4	1
cegekben	2	2
tamoil	9	1
slovenska	4	4
spol	2	1
szlovaki	1	1
praha	1	1
hungaria	3	3
magyaro	1	1
incestment	1	1
companybv	1	1
hollandia	4	2
franciao	6	1
segria	1	1
energia	6	4
spanyolo	4	1
raragona	1	1
petroleos	1	1
tamoill	1	1
osoilinvest	1	1
svajc	5	3
vertriebs	1	1
tamoildistribution	1	1
lubes	10	5
raffinerie	2	1
dusud	1	1
ouest	1	1
holborn	3	1
kiralysag	2	2
europaraffinerie	1	1
nemeto	2	1
egyesultkiralysag	1	1
hem	1	1
eggert	1	1
mineralolhandels	1	1
oilinvestsercises	1	1
olaszo	7	1
sirm	1	1
petroil	1	1
bortolotti	1	1
raffinaziona	1	1
tamoilpetroli	1	1
italia	1	1
cebeco	1	1
beheerbv	1	1
forgalma	3	3
dacara	2	2
alkalmazottja	1	1
kacsintsunk	1	1
nemsemmi	1	1
kadhafi	1	1
ezredes	3	3
arabszocialista	1	1
allampolgarai	3	2
megtalalhatok	1	1
folytatjuk	7	5
hirekbelarusian	1	1
expel	3	2
diplomats	7	3
lukashenkathreatened	1	1
ralliesdenouncing	1	1
recentlysigned	1	1
vowed	1	1
withdrawaccreditations	1	1
hadstarted	1	1
journalistscovered	1	1
manymore	1	1
ofcountries	1	1
thedemonstrations	1	1
jiripehehungary	1	1
hungariangovernment	1	1
ratificationdocuments	1	1
slovakiaattaches	1	1
statesecretary	1	1
hasalready	1	1
ivanyiwarned	1	1
attaching	1	1
unprecedentedin	1	1
addendum	1	1
lastweek	1	1
unilateral	2	2
hungariantreaty	1	1
privatize	2	2
amusement	3	1
tosell	1	1
thebiggest	1	1
austro	1	1
aprovisional	1	1
thebuyer	1	1
lacksfunds	1	1
szilagyithis	1	1
fejreallitott	1	1
felmentette	1	1
tisztsegebol	2	2
biztonsagi	21	8
nagyhatalmu	1	1
vezetojet	3	3
alekszandr	3	3
korzsakovot	1	1
foderalis	1	1
fonoket	1	1
barszukovot	1	1
kemenyvonalas	1	1
hireben	1	1
szoszkovec	1	1
helyettest	2	2
levaltas	1	1
elozmenyekent	2	2
korzsakov	1	1
orizetbe	2	2
kihallgattak	1	1
stab	2	2
munkatarsat	1	1
hirbol	1	1
felallas	2	2
egeszseges	6	4
merlegnyelv	2	1
szavazati	5	3
paktal	1	1
masnapjan	1	1
konspiralt	1	1
csel	1	1
versenyeztetve	1	1
kivarva	1	1
patyomkin	2	1
satnya	1	1
kulissza	1	1
hatalomatmentes	1	1
kirakatrendezesek	1	1
hoznak	9	7
elszamolasi	2	1
zsonglorkodessel	1	1
elszamoltatas	2	2
elszamolas	2	2
hazankba	2	2
deficitet	3	3
nyereseges	1	1
kamatozo	1	1
atalakitasaval	1	1
miliardot	1	1
kamatkent	1	1
koltsegvetestol	1	1
egyenlegere	1	1
tetenyi	5	2
talanyai	1	1
helyezesunk	1	1
kozmetikazasara	1	1
prognozisok	1	1
soraban	1	1
tagot	1	1
vasarlo	1	1
eltereset	1	1
prognozis	2	2
lassaban	1	1
gazdasaga	2	2
unkbol	1	1
skalat	1	1
individualisan	1	1
atirjuk	1	1
besorolasnak	1	1
hulyenek	3	3
negyedev	1	1
elvesztik	2	2
egyharmadukat	1	1
letukert	1	1
kuzdenek	2	2
megelhetese	1	1
forog	5	5
sokkolo	1	1
megszoritasai	1	1
negyedevi	1	1
bizonyossa	1	1
igeret	4	4
terhek	4	4
elesett	1	1
ervenyesitesere	2	2
kevesse	3	2
retegeket	1	1
targyalasos	1	1
alkura	1	1
megoszottak	1	1
bermegallapodast	1	1
javasol	2	2
autonomok	1	1
tamogatjak	30	7
megallapodasanak	1	1
jatszik	3	3
ervenybe	1	1
adokedvezmenyekkel	1	1
szelesitse	1	1
szavazobazisat	1	1
megfizetniuk	1	1
realbercsokkenessel	1	1
belpolitika	5	5
pufjkas	1	1
megoltem	1	1
szabadsagharcosokat	3	2
loptam	1	1
budai	7	5
villa	12	4
ingatlanszakertoi	1	1
ingatlan	7	4
jelzessel	2	2
keruletek	2	1
foldhivatalanal	1	1
kerulet	6	3
remetehegyi	12	5
villatelekhez	1	1
telek	6	4
forgalmi	3	3
lipotvarosi	1	1
berkaszarnya	3	3
lakas	11	7
xiii	1	1
rakpart	2	2
dom	11	4
epitoipari	8	3
reszvenytarsasag	1	1
rendelkezeseben	1	1
adasvetel	1	1
teto	2	2
hozasaban	1	1
ingatlankereskedelemben	1	1
jaratos	1	1
muranyi	1	1
marketingigazgatoja	1	1
kerdesunkre	3	1
beosztasu	1	1
szakembere	1	1
titkolta	2	2
szakemberei	3	1
kivitelezo	6	2
munkasai	2	2
villat	5	3
felepitettek	1	1
valasztasokat	8	7
embere	9	6
atkoltozott	1	1
kormanyrezidenciara	1	1
kiraly	7	6
uti	7	5
villaba	1	1
lovs	1	1
ujsagirotol	1	1
ertekesitese	1	1
minegy	1	1
negyzetmeteres	3	3
kivitelezeset	1	1
szekszardi	3	2
telephellyel	1	1
rendelkezo	11	9
torzstokeje	1	1
foglalkoztattak	1	1
nyilvantartott	1	1
alkalmazottaik	2	2
bejelentett	2	2
atlagkeresete	3	3
mozog	5	4
lakoinak	4	4
elmondasa	2	1
ideig	8	8
kiegeszitettek	1	1
munkas	8	6
luxuskivitelu	1	1
alapterulete	2	2
negyzetmeter	2	2
ingatlanbol	1	1
maximalis	3	3
igenyeket	1	1
uszomedence	1	1
hozzavetoleges	1	1
lakatlan	1	1
bejaratat	1	1
orzik	1	1
ertelemszeruen	1	1
titkairol	1	1
lakohaz	2	2
vallalkozas	4	4
lakok	1	1
tajekozodhattunk	1	1
kivitelezes	1	1
vegeztevel	1	1
latogatta	1	1
fenykepen	1	1
vasracsos	1	1
ablakok	1	1
cos	11	6
rendszamu	1	1
mercedes	3	3
gepkocsivezeto	1	1
felesegere	1	1
varakozott	1	1
csomaggal	1	1
negykereku	1	1
csodaba	1	1
pazar	1	1
termesko	1	1
tamfal	1	1
oszlopok	1	1
kozejuk	3	2
szoritott	4	3
kerites	1	1
udvaran	3	2
ivu	1	1
kanyarral	1	1
epitett	6	5
autofordulo	1	1
gondosan	4	3
nyirt	1	1
pazsit	1	1
ovezi	3	2
pontjan	1	1
utcaban	3	3
felepiteseben	1	1
ertekesitesi	3	2
szerencsejatek	2	1
vennie	3	2
lakoteruletek	1	1
megvasarlasabol	1	1
ugylet	2	2
eljarasjogi	1	1
szakszerusegeben	1	1
ketelkedve	1	1
valsagokkal	1	1
fenyt	3	2
miniszterelnokere	1	1
igereteit	1	1
megszegni	1	1
asc	6	4
utoirata	1	1
cikkunket	1	1
atfaxoltuk	1	1
allamtitkarnak	3	3
cikkben	9	4
foglaltakra	1	1
baranyi	1	1
valaszol	3	2
palotajarol	1	1
adhatna	1	1
hazepitesenek	1	1
korulmenyeirol	2	2
megkezdik	2	1
letrehozasahoz	3	3
osszegyujteset	1	1
vizsgalobizottsagban	1	1
tisztazhatna	1	1
ragalmakat	2	2
elvbaratok	1	1
elkomunizalt	1	1
lakasok	5	4
eladasabol	1	1
vagyongyarapodasa	2	2
vagyonnyilatkozatot	7	3
hozna	1	1
vizsgalobizottsagnak	1	1
tisztaznia	1	1
tulajdonjogat	1	1
epites	1	1
feketen	1	1
ukranok	1	1
romanok	13	6
halotta	1	1
nyilvanitotta	3	2
epittetett	2	2
szazmilliokert	1	1
egyszazmillioert	1	1
alapteruleten	1	1
ketfele	6	5
alapterulet	2	2
amibol	6	6
bekescsabai	1	1
szegyellnie	3	2
hazamnak	2	1
befejezi	2	1
palyajat	2	1
lakhatna	1	1
elhet	2	1
mondanivaloja	2	2
legfoljebb	3	3
rosszindulata	1	1
mondhatta	1	1
igernek	2	2
miniszterelnoki	16	12
rezidenciara	1	1
koltoznek	1	1
szerenysegbol	1	1
nyomorba	1	1
szazmilliot	2	2
rabolnak	1	1
fenyuzo	1	1
maganpalotajukra	1	1
nepszabi	3	2
palotarol	2	1
epitkezesrol	1	1
lanyommal	1	1
kettonk	2	2
lakasanak	2	1
arabol	1	1
epitkezunk	1	1
kisgazdapart	9	7
felallitasat	2	2
inditvanyozza	1	1
rejtelyeire	1	1
deritene	1	1
szorgalmazzak	5	4
koltsegeirol	1	1
beszedeire	1	1
melyekben	1	1
felemelte	1	1
epiteseben	1	1
ujlipotvarosi	1	1
folepitettek	1	1
alairasgyujtest	2	2
felallitasara	2	2
mindazokra	1	1
tisztasaga	1	1
lakhasson	1	1
kosanet	1	1
epitkezesevel	2	2
ellenorizetlen	1	1
felinformaciot	1	1
csusztatast	1	1
sajtotitkara	1	1
kerdeses	5	5
tekinthetok	2	2
epitkezesen	1	1
alkalmaztak	2	2
kulfoldieket	2	2
megrendelo	1	1
investnek	1	1
telekvasarlasban	1	1
betoltott	1	1
ingatlanugyletekben	1	1
epittet	1	1
obudan	3	2
igyekezett	2	2
titkolni	2	2
sajtotitkar	1	1
igazgatosagi	3	2
szogesdi	1	1
judit	6	5
erintve	5	2
formaban	9	8
epitkezessel	1	1
cikkekre	1	1
ertesuleseink	1	1
tulajdonjoga	1	1
bejegyezve	2	2
szeljegyzet	1	1
kerelmet	2	1
foldhivatala	1	1
obudai	4	3
elbanast	2	2
onkormanyzattol	3	3
hatosagi	4	3
engedelyek	1	1
beszerzesekor	1	1
tulajdona	2	2
eljarason	1	1
ingatlanszakertok	1	1
telekarak	1	1
fekvestol	1	1
tizenotezer	1	1
mozognak	2	2
negyzetmeterenkent	1	1
esetekben	8	8
szerepelnek	2	2
nagyjelentosegu	1	1
dolgokban	1	1
kivizsgalas	1	1
nagyot	3	3
palotajaval	1	1
egysege	2	2
thurmer	3	3
eliteloen	1	1
lakasepiteserol	1	1
czako	1	1
ideologus	2	2
ideologiat	1	1
megalkotta	2	2
megtestesiti	1	1
szemleletet	1	1
elvarnak	1	1
multjarol	2	2
reagalta	1	1
feltett	3	3
megvalasszak	3	2
europainak	3	3
nevezheto	6	4
mindenesetre	6	6
varja	4	4
kleptokracia	7	4
nyugodtan	3	2
szabalyos	1	1
frakciovezetojenek	1	1
villajarol	2	2
torpul	1	1
uzletember	7	2
rajohetne	1	1
bestseller	2	2
fotoalbumot	1	1
kesziteni	2	2
palotakrol	1	1
legvarat	1	1
epit	1	1
sajnalja	1	1
teglat	1	1
alaptetelnek	1	1
felepitenek	1	1
alaptetelre	1	1
olvasatban	2	2
keretszamok	1	1
ertesulesek	2	2
szunik	1	1
kozalkalmazottainal	1	1
agy	8	5
leepitesenek	1	1
folyamatat	2	2
elhalaszto	1	1
javaslatok	1	1
leepitest	1	1
fustado	1	1
lelegzetveteli	1	1
dij	6	4
adoado	1	1
vizitdij	2	2
teriteskotelesse	1	1
ellatasokat	1	1
tarcanal	3	2
keszulo	6	6
biztositasi	5	3
adoval	1	1
mindenkire	1	1
eltartottakra	1	1
kivetnenek	1	1
zelnik	3	1
harmincmilliot	1	1
sikkasztott	1	1
osszeggel	2	2
dokumentumokbol	1	1
szabadmuvelodesi	1	1
vesztesege	1	1
penzatutalas	1	1
kozpenzeket	2	2
innovacios	1	1
alapitvanya	1	1
megjegyzi	3	2
tarstulajdonosa	2	2
vallalatnak	2	2
delegalt	1	1
bazisanak	1	1
kiterjeszteset	3	3
tajekoztatojan	5	4
partingatlanok	1	1
tulajdoni	3	3
rendezo	1	1
valtozatat	2	2
alairasa	6	3
egyeztetest	1	1
nyari	3	2
szunete	1	1
benyujtja	1	1
letrehozzak	1	1
falutagozatat	1	1
retegevel	1	1
kapcsolata	1	1
igyekeznek	3	3
problemakat	3	3
igeretei	1	1
oldott	1	1
kisvarda	2	1
kilepett	5	3
menekulesrol	1	1
kisvardai	2	1
szervezete	10	8
polgarmesteret	1	1
olah	4	2
szabolcs	8	8
szatmar	4	4
bereg	4	4
egyeztetotanacsa	1	1
igazsagtalanul	2	2
kizarta	1	1
frakciojabol	1	1
kilepest	1	1
bejelento	1	1
megdobbeneset	1	1
fejezi	3	3
megnyert	1	1
szemelyiseget	3	3
kizartak	2	2
ertesulnie	1	1
dokumentrum	1	1
hajlandoak	1	1
kiszolgalni	1	1
partunk	1	1
karriervagybol	1	1
erdekekbol	1	1
egyenek	2	1
torekveseit	3	3
tetszett	2	2
valasztasba	1	1
koncepciojanak	1	1
reszletes	4	4
kapjanak	2	2
valasztojogot	3	2
belathatatlan	2	2
kovetkezmenyekkel	5	4
jarna	5	4
demokrataknak	5	4
legyenek	13	8
diktaturak	1	1
osszehozni	1	1
emigracionak	1	1
szembenallnia	1	1
fontolgatni	1	1
kirepultek	1	1
napnal	4	3
alkotmanyellenes	10	7
tagadasaval	2	2
kiserletezzenek	1	1
varakozasoktol	1	1
repulok	3	3
lengyelorszagi	5	4
gyakorlata	2	2
jelenteset	3	3
olaszorszagbol	1	1
egyhazzal	1	1
packazas	1	1
egyhazugyi	1	1
hazudozoja	1	1
ugyeletes	1	1
avvenire	1	1
idonyerest	1	1
kibuvonak	1	1
ingatlanrendezesi	1	1
platthy	1	1
allitast	3	3
szobeli	2	2
egyezkedesein	1	1
erdemleges	1	1
tulajdonrendezesenek	1	1
eloremozditasa	1	1
csokkenes	3	3
emeli	3	3
korhatarat	1	1
korhataremelesre	1	1
nyugdijrendszert	1	1
bertargyalasokat	1	1
ernek	7	6
inflaciotol	2	2
elmarado	1	1
ajanljon	1	1
sikkasztas	5	4
rablas	5	4
vonalon	2	2
allapit	2	2
kockazatkezelo	1	1
palyazata	1	1
fedezhet	1	1
kuratoriumok	1	1
epitkezesre	2	2
gepkocsi	2	2
anyagbeszerzesre	1	1
kovetelmenyeket	2	2
biralati	1	1
ritkan	2	2
palyazo	4	3
ismertsege	1	1
kapcsolatrendszere	1	1
potolta	2	2
etikai	3	3
felvet	2	2
tulel	2	2
szikra	4	2
lapnyomda	3	2
felszamolasi	2	1
kepviselojenek	5	5
tajekoztatasa	2	2
megalapozottnak	1	1
fizeteskeptelensege	1	1
megallapithato	1	1
nyomda	4	3
kezdemenyezett	5	3
lapkiado	1	1
tizmillios	2	2
tartozasat	3	3
egyenlitette	1	1
munkaban	2	2
kristallnacht	1	1
pufajkasai	1	1
betortek	2	2
raday	2	2
szerkesztosegebe	2	1
feldultak	1	1
helyisegeket	1	1
elloptak	4	3
faxkeszuleket	1	1
betornek	1	1
emblemajat	1	1
viselo	2	2
kisbuszt	1	1
megrongaltak	1	1
foszerkeszto	4	3
kijelentesere	2	2
kozte	4	4
akciokra	1	1
uszitott	1	1
kultuszminiszterhez	1	1
evf	2	2
szajizzel	1	1
irom	1	1
titulust	1	1
egyetertesevel	2	2
dijjal	4	3
tuntette	2	2
megfenyegetve	1	1
kepviselotarsait	2	2
megerdemeltek	2	2
cselekedetet	1	1
elismeresben	1	1
reszesulnek	2	2
tajekoztatva	1	1
hazaszereteterol	1	1
gyulolettol	1	1
telve	3	3
szuloorszagarol	1	1
vorosmarty	1	1
honszeretet	1	1
inspiralt	1	1
vegyek	5	5
tollat	2	2
szenvedd	1	1
turd	1	1
vered	1	1
gyalazatat	1	1
szennyes	1	1
istenet	1	1
apokrif	1	1
koltemenyeben	1	1
kituntetve	1	1
hihetetlen	5	5
becsulet	1	1
istenszeretet	1	1
beteljesul	1	1
berzsenyi	1	1
versenek	1	1
sora	3	3
romlasnak	1	1
kituntetni	1	1
letagadni	3	3
leteznek	1	1
orszagunkban	2	2
sehonnai	1	1
bitang	1	1
embereknek	7	6
megszegyenito	1	1
szinpadjainkra	1	1
szazadokon	1	1
hosoket	1	1
tisztelo	1	1
csengtek	1	1
dicsoitunk	1	1
kokarda	1	1
mellunkon	1	1
zaszlo	3	2
kezunkben	1	1
osszejottunk	1	1
megemlekezzunk	1	1
szivvel	1	1
konnyes	1	1
enekeltuk	1	1
gyonyoru	6	6
himnuszunkat	1	1
beszedeinkben	1	1
megemlekeztunk	1	1
hoseinkrol	1	1
imadkoztunk	1	1
istenehez	1	1
segitse	1	1
testvereinket	1	1
odahaza	1	1
nagyvilagban	1	1
akihez	1	1
imadkozunk	2	1
emlegetik	2	2
kicsufoljak	1	1
akikert	3	2
zaszlonkbol	1	1
kiteptuk	1	1
sarlo	2	1
kalapacsot	1	1
oseinkre	1	1
szegyen	4	3
istentol	1	1
aldott	2	2
koronank	1	1
pecsetet	1	1
megszegyenitette	1	1
emleknapjat	1	1
kalapacs	1	1
zaszlonkat	1	1
levelem	2	2
tartalmat	5	5
helyesli	3	3
imadkozni	1	1
onert	1	1
remelen	1	1
radobbenve	1	1
tevelygeseire	1	1
honfitarsaitol	1	1
kultuszminiszteriumi	1	1
tarcat	1	1
eleteben	2	2
legkenyesebb	1	1
tarsadalma	1	1
becsulettel	1	1
hozzaertessel	1	1
futballnak	1	1
kenytelen	7	6
versbol	2	2
idezni	2	2
ebredj	2	2
almaidbol	1	1
ozvegy	1	1
pokaine	1	1
irojanak	1	1
felotlott	2	2
velemenyem	4	4
kultuszminiszteri	1	1
barsonyszekbe	1	1
osszefuggest	1	1
nemzetzulleszto	1	1
legeklatansabb	1	1
peldaja	2	2
kituntetesi	1	1
juhasz	2	2
folrobban	1	1
magantulaj	1	1
bermudabol	1	1
szorri	1	1
cegem	1	1
paved	1	1
paks	2	1
chornobyl	2	2
nationalizing	2	1
profitable	1	1
insists	2	2
czechoslovak	5	4
ods	11	5
sns	11	6
zrs	9	3
poistovna	1	1
chairmen	1	1
luptak	1	1
sdl	4	2
garner	2	2
singled	1	1
disagree	4	3
leaderships	1	1
reapproved	1	1
vetoed	3	2
withholds	2	2
tranche	2	2
stabilized	1	1
leu	1	1
hristo	1	1
kurzhin	2	1
hectare	1	1
annul	2	2
flavio	1	1
cotti	2	1
envoy	4	3
koha	1	1
jone	1	1
ruffy	1	1
rapporteur	1	1
namik	1	1
dokle	1	1
niels	1	1
unfounded	1	1
alban	2	2
ideologue	1	1
politburo	1	1
muho	1	1
asllani	1	1
gaqo	1	1
nesho	1	1
zef	1	1
loka	1	1
firings	3	1
soskovets	13	2
barsukov	22	3
korzhakov	26	3
decapitation	1	1
encroached	1	1
holies	1	1
lisovskii	6	2
arkadii	2	2
yevstafev	5	2
legitimately	2	2
hardliners	4	2
interrogators	1	1
sbp	6	2
nightmare	1	1
directorate	3	3
counterintelligence	2	1
dmitriev	2	2
squandered	1	1
carte	4	4
blanche	1	1
plotters	2	1
sackings	1	1
staffers	2	2
exaggerating	1	1
lobov	4	1
kovalev	4	2
stepashin	2	2
budennovsk	1	1
bodyguard	2	2
fso	3	1
yurii	10	7
krapivin	3	1
renaming	1	1
mandated	1	1
bodyguards	1	1
informants	1	1
unravelling	1	1
aslan	4	4
maskhadov	3	3
reiterating	2	2
guldimann	1	1
venue	1	1
alkhan	1	1
tsentoroi	1	1
neutralize	1	1
worsened	1	1
exacerbated	1	1
withdrawals	1	1
gurushina	1	1
fpgs	4	1
kommersant	7	5
elarulasa	3	2
tiszteletbeli	41	6
konzulok	21	3
gyilkolo	2	1
hiradas	7	4
ultek	4	3
asztalhoz	2	1
pufajkassal	3	2
meltosagukon	2	1
alulinak	2	1
arcaba	2	1
rendelkezzenek	3	2
tiltakoztak	4	3
sarba	3	2
tiprasa	2	1
pontjat	6	5
lelkiismereti	3	2
okokra	2	1
vedelmebe	2	1
csomagtervenek	2	1
szavazasan	2	1
dokumentumtervezetet	2	1
kovetelmenyeknek	2	1
alapokmanyaval	2	1
ervenyesuleset	3	2
megszilarduljon	2	1
intezmenyrendszere	2	1
intezmenyet	2	1
megvalasztania	2	1
alkotmanykoncepcioban	2	1
huzta	2	1
erdekkepviseleti	2	1
alkotmanynak	2	1
tartalmaznia	2	1
erdekegyeztetes	5	3
kovetelmenyeit	2	1
tervezetbe	2	1
szethuzas	4	3
veszelyeire	3	2
viszonyanak	2	1
rendezesere	6	5
partallastol	2	1
dolgozni	5	4
csernomirgyin	5	4
elnoknek	7	4
leszamitva	3	2
megfazasat	2	1
rekedtseget	2	1
televiziobeszedeben	2	1
szemelyre	2	1
gyermekeik	5	4
jovojere	2	1
jelentest	2	1
egeszsegi	5	4
allapotarol	4	2
lemondta	4	3
moldaviai	2	1
kutatasok	6	4
folenyesen	3	2
zjuganovval	2	1
elemzok	4	3
reszveteli	3	2
aranyon	2	1
megfazott	2	1
rafazott	2	1
szivroham	2	1
kerulgeti	2	1
kozelebb	5	4
haldoklo	2	1
kommunistat	2	1
elftarsaknak	2	1
kanyec	2	1
gyozelmet	5	4
aratott	2	1
huralban	2	1
forradalmi	9	8
partnak	10	7
labcsokra	2	1
helyeken	7	5
halallal	2	1
tervezettnel	3	2
magasabb	16	11
eloiranyzott	5	4
delegacioja	3	2
kethetes	2	1
felulvizsgalati	2	1
targyalasait	2	1
tavozik	3	2
targyalasra	2	1
igazgatotanacs	2	1
lehivhato	2	1
keszenleti	2	1
bunbanda	3	2
mandatuma	5	4
letelik	2	1
utanam	2	1
ozonviz	2	1
kifejti	5	4
elkovetkezendo	2	1
restrikcioval	2	1
atterjunk	2	1
finanszirozhato	2	1
penzpolitika	3	2
szabalyoz	2	1
korlatoz	2	1
eroltetetten	2	1
exportdinamika	2	1
profitlehetoseget	2	1
teremtsen	2	1
vallalkozasoknak	2	1
beruhazasokat	2	1
preferalva	2	1
gatolja	2	1
fogyasztas	4	3
kezdetben	5	2
lassu	3	2
eroforrasok	3	2
realertekenek	2	1
megovasa	2	1
ezekre	4	3
ocsmany	2	1
hazudozokra	2	1
szavaztak	4	3
ezeknel	2	1
kadarek	3	2
oszintebbek	2	1
kitartas	3	2
adossagszolgalat	5	3
hetfotol	3	2
vampotlek	7	4
egyszazalekos	3	2
mersekles	2	1
nyolcszazalekos	2	1
kozepeig	4	3
engednek	2	1
lobbyk	2	1
nyomasanak	2	1
vampotlekbol	2	1
bevetelkieseset	2	1
potlando	2	1
forintleertekeles	2	1
lecsuszo	4	3
ertekeles	2	1
szabadi	2	1
gyozelmi	2	1
odak	2	1
tanulmanyaban	4	3
foloslegesek	2	1
tevut	2	1
sehova	3	2
visz	4	3
vesztesegek	2	1
helybenjaras	2	1
nagyok	4	3
kenyeret	5	3
enni	2	1
latunk	3	2
ost	5	2
kaposvarott	2	1
lelektani	3	2
kilonkent	3	2
aremelesi	4	2
lavinat	3	2
inditotta	6	5
megelegeltek	2	1
arversenyt	2	1
sutev	2	1
dekas	2	1
balatoni	4	2
kenyere	3	2
krumplis	2	1
rozsos	2	1
sutoipari	4	2
egyesules	7	5
sajtoertekezletet	2	1
werli	4	2
gerjeszti	2	1
kenyerarakat	2	1
kilonkenti	2	1
megallna	2	1
forintnal	4	3
atlagar	2	1
bovulesre	2	1
elorejelzesnel	3	2
mennyivel	3	2
osszedolt	3	2
balkotmanya	2	1
romjain	3	2
eroszakoskodik	2	1
testulete	3	2
kitart	7	4
amellett	2	1
modositasokkal	4	1
juliusban	9	5
szovegtervezet	2	1
elkeszitesenek	3	2
partjuk	2	1
oszre	5	4
halasztani	2	1
vegszavazasat	2	1
frakciovezetot	2	1
vessen	2	1
frakcion	2	1
javaslatainak	2	1
elutasitasara	2	1
buzdito	2	1
kampanynak	2	1
figyelmeztet	4	3
kezelhetetlen	2	1
fogadna	2	1
javalatokat	2	1
konszenzusos	2	1
alkotmanyozasra	2	1
felrugasa	3	2
hecckampanyt	2	1
eredmenyezheti	3	2
frakcioulesen	4	3
felolvasta	2	1
partvezetes	3	2
parlamentet	4	3
kompromisszumkeszen	2	1
megszolalni	2	1
koaliciotol	2	1
levelukre	2	1
egyeztetotargyalasok	2	1
modositasaval	4	3
kompromisszumos	4	3
javaslatukrol	2	1
elvarta	2	1
modositas	9	5
vegszavazasanak	2	1
megvaltoztatasat	6	4
allaspontjukrol	2	1
egyoldaluan	3	2
megvaltoztatni	4	3
szigethy	2	1
koscso	3	2
inditvany	2	1
engedelyezne	2	1
felszolalasokat	2	1
vilagbotrany	2	1
intez	2	1
selmeczi	9	3
gabriella	9	3
szorzoszamokat	2	1
kepviselono	2	1
surgos	4	3
felhaboritonak	3	2
beremelese	3	2
allapodott	4	3
szakszervezetevel	2	1
sajnalatosnak	4	3
felelosseget	11	7
tulterhelt	2	1
vezetokre	2	1
haritja	3	2
nyilatkozatban	6	4
tervbe	2	1
rontana	2	1
betegellatas	2	1
szinvonalat	3	2
szakdolgozok	2	1
okozna	3	2
bertai	4	1
eddsz	5	2
korhazleepitesrol	2	1
vegszavazasa	2	1
partfegyelem	2	1
valasztoik	3	2
dontsenek	2	1
keszek	4	2
testuletekkel	2	1
lakossaggal	2	1
demonstraciokkal	2	1
tiltakozasuknak	2	1
esos	3	2
nyarat	3	2
forro	8	4
oszt	5	3
josolt	2	1
megszunne	2	1
noverek	2	1
toltott	6	3
noveri	2	1
